# 【十字路口】97后CEO：别卷语言模型了，3D才是蓝海【视频播客】
# BV: BV1pi4gzXEdh | UP: Koji杨远骋at十字路口 | 时长: 5029s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: 在文生图、文生视频的浪潮之外，下一个引爆我们想象力的 AI 技术奇点在哪里？答案可能是 AI + 3D。

本周，我们邀请国内 3D 大模型公司 VAST 的创始人和 CEO 宋亚宸（Simon），和我们聊聊 VAST 最新 3D 生成大模型 Tripo 3.0 背后的故事。

这位 97 年的创业者短期内连续融资三轮、每轮数千万美金，积攒了足够的子弹，在闷头苦干一年后，Simon 今年首次上播客，和我们探讨了几个关键的战略问题：
[01:18:08 -> 01:18:12] 在我创作的内容和体验中
[01:18:12 -> 01:18:14] 停留的时间
[01:18:14 -> 01:18:16] 就是我在这个世界上创造的价值
[01:18:16 -> 01:18:19] 我不知道我能不能够讲清楚
[01:18:19 -> 01:18:21] 就是说我在
[01:18:21 -> 01:18:23] 就是所有的人
[01:18:23 -> 01:18:26] 在所有的时间中
[01:18:26 -> 01:18:28] 在我们的这个内容
[01:18:28 -> 01:18:32] 在我的世界中停留的总的量
[01:18:32 -> 01:18:35] 就是我对这个世界创造的价值
[01:18:35 -> 01:18:38] 这听起来和你在小学初中的时候
[01:18:38 -> 01:18:40] 干的事情还是类似的
[01:18:40 -> 01:18:41] 你做了一个游戏
[01:18:41 -> 01:18:43] 然后同学们跑到你这里来玩这个游戏
[01:18:43 -> 01:18:45] 这当然可能不是一个游戏
[01:18:45 -> 01:18:47] 它可能是一个something
[01:18:47 -> 01:18:48] 对吧
[01:18:48 -> 01:18:49] 它不一定是个游戏
[01:18:49 -> 01:18:50] 它可以是anything
[01:18:50 -> 01:18:53] 它可以是在这个里面一起狂贬小朋友
[01:18:53 -> 01:18:55] 它可以是大家在这个里面一起冥想
[01:18:55 -> 01:18:57] 就是I don't know
[01:18:57 -> 01:18:58] 就是我也不知道大家会干什么
[01:18:58 -> 01:19:00] 这是另外一回事
[01:19:00 -> 01:19:02] 但是我相信的一个点实在于说
[01:19:02 -> 01:19:07] 人是一个注重于自己体验的一种生物
[01:19:07 -> 01:19:10] 他希望去获得optimal experience
[01:19:10 -> 01:19:11] 极致的体验
[01:19:11 -> 01:19:15] 那他什么时候会有自己最极致的体验呢
[01:19:15 -> 01:19:17] 就是当他有足够多选项的时候
[01:19:17 -> 01:19:19] 当他有无限的选项
[01:19:19 -> 01:19:22] 当他又可以用脚去投票的时候
[01:19:22 -> 01:19:25] 那他就可以选择自己最极致的体验
[01:19:25 -> 01:19:27] 那怎么可以拥有无限的体验呢
[01:19:27 -> 01:19:28] 就是用UGC
[01:19:28 -> 01:19:31] 用AIGC的工具去创作
[01:19:31 -> 01:19:32] 那么就可以无限体验
[01:19:32 -> 01:19:34] 比如说抖音里面的视频
[01:19:34 -> 01:19:35] 接近于无限
[01:19:35 -> 01:19:36] 不是无限
[01:19:36 -> 01:19:37] 那接近于无限对吧
[01:19:37 -> 01:19:38] 那当你又有推荐算法的时候
[01:19:38 -> 01:19:40] 那你的体验当然更好了
[01:19:40 -> 01:19:41] 更好了
[01:19:41 -> 01:19:42] 就是废话对吧
[01:19:42 -> 01:19:43] 当然更好
[01:19:43 -> 01:19:44] 那么
[01:19:44 -> 01:19:46] 那因为这件事情非常的fair
[01:19:46 -> 01:19:48] 就大家投票投得非常的fair
[01:19:48 -> 01:19:50] 因为投的是自己的时间和关注对吧
[01:19:50 -> 01:19:51] 非常非常的fair
[01:19:51 -> 01:19:52] 非常公平
[01:19:52 -> 01:19:54] 所以未来
[01:19:54 -> 01:19:56] 你是不是一个最有钱的人
[01:19:56 -> 01:19:58] 最富有的人
[01:19:58 -> 01:20:00] 其实我觉得很有可能就是
[01:20:00 -> 01:20:01] 你真的非常有创意
[01:20:01 -> 01:20:02] 你做的这个世界
[01:20:02 -> 01:20:04] 所有人都喜欢来玩
[01:20:04 -> 01:20:06] 大家都在你这个世界里面
[01:20:06 -> 01:20:08] 来花时间
[01:20:08 -> 01:20:09] 但大家都花时间可能
[01:20:09 -> 01:20:10] 不知道为什么来玩
[01:20:10 -> 01:20:12] 可能大家你做了一个小偷模拟器
[01:20:12 -> 01:20:14] 一堆偷窃屁在你这个里面
[01:20:14 -> 01:20:15] 偷得贼爽
[01:20:15 -> 01:20:16] 不知道
[01:20:16 -> 01:20:18] 你不知道大家为什么来你这玩
[01:20:18 -> 01:20:20] 那个时候你就会获得很多这样子的钱
[01:20:20 -> 01:20:21] 这个时候钱是干嘛呢
[01:20:21 -> 01:20:22] 就是算力
[01:20:22 -> 01:20:25] 就是你的推荐算法比别人好
[01:20:25 -> 01:20:26] 你知道吧
[01:20:26 -> 01:20:27] 所以你的体验会比别人好一点点
[01:20:27 -> 01:20:29] 我不知道你看过那个upload没有
[01:20:29 -> 01:20:30] 那个美制
[01:20:30 -> 01:20:31] 那个upload里面
[01:20:31 -> 01:20:33] 就叫上传人生是吧
[01:20:33 -> 01:20:35] 那个upload里面有一个很有意思
[01:20:35 -> 01:20:37] 就是你在现实中间给他充钱
[01:20:37 -> 01:20:39] 当你充的钱少的时候呢
[01:20:39 -> 01:20:40] 他就给你卡
[01:20:40 -> 01:20:42] 就是他就会
[01:20:42 -> 01:20:43] 人卡
[01:20:43 -> 01:20:45] 就是不在这边好逗
[01:20:45 -> 01:20:46] 对
[01:20:46 -> 01:20:47] 然后你要是疯狂给他钱的时候
[01:20:47 -> 01:20:48] 他就5G
[01:20:48 -> 01:20:49] 他就贼流畅
[01:20:49 -> 01:20:50] 你知道吧
[01:20:50 -> 01:20:51] 一样的道理
[01:20:51 -> 01:20:52] 就是未来也是这样子的
[01:20:52 -> 01:20:53] 这就是算力嘛
[01:20:53 -> 01:20:54] 对吧
[01:20:54 -> 01:20:55] 你就给大众
[01:20:55 -> 01:20:57] 创造了绝对的欢乐
[01:20:57 -> 01:20:59] 那这种时候
[01:20:59 -> 01:21:01] 你就特别特别爽
[01:21:01 -> 01:21:02] 你的这个推荐算法
[01:21:02 -> 01:21:03] 给你推荐你最喜欢的内容
[01:21:03 -> 01:21:05] 然后有各种各样的工具可以用
[01:21:05 -> 01:21:06] 你可以用triple
[01:21:06 -> 01:21:07] 你可以meet journey
[01:21:07 -> 01:21:08] 各种用
[01:21:08 -> 01:21:09] 对吧
[01:21:09 -> 01:21:10] 然后就创更牛逼的东西
[01:21:10 -> 01:21:11] 对吧
[01:21:11 -> 01:21:12] 然后各种agent陪着你
[01:21:12 -> 01:21:14] 那种比如说创意拉的人
[01:21:14 -> 01:21:15] 他就没几个agent
[01:21:15 -> 01:21:16] 他就可能一两个人用一用
[01:21:16 -> 01:21:17] 对吧
[01:21:17 -> 01:21:18] 然后这个agent也没什么好用的
[01:21:18 -> 01:21:20] 然后创意不出来什么好东西
[01:21:20 -> 01:21:21] 就可能未来
[01:21:21 -> 01:21:22] 我觉得可能是这样子
[01:21:22 -> 01:21:23] 我想补充两个问题
[01:21:23 -> 01:21:25] 是你对行业的一个个人的感知
[01:21:25 -> 01:21:26] 就是那这两年来
[01:21:26 -> 01:21:28] 你会觉得
[01:21:28 -> 01:21:30] 就是AI创业的这个行业
[01:21:30 -> 01:21:33] 你自己的体感是怎么样子的
[01:21:33 -> 01:21:34] 我觉得很幸运
[01:21:34 -> 01:21:35] 我觉得身在这个时代
[01:21:35 -> 01:21:36] 还是很幸运的
[01:21:36 -> 01:21:38] 当你有
[01:21:38 -> 01:21:43] 当你是有一些钱能够能启动的
[01:21:43 -> 01:21:45] 有一些资源的
[01:21:45 -> 01:21:47] 但同时又不是过多
[01:21:47 -> 01:21:48] 对吧
[01:21:48 -> 01:21:49] 它也不是一个资源的诅咒
[01:21:49 -> 01:21:51] 没有一个伟大的公司
[01:21:51 -> 01:21:55] 是诞生在一个资本市场极度好的时候
[01:21:55 -> 01:21:58] 所以说它是一个合理的
[01:21:58 -> 01:22:03] 保持你饥饿的这么一个环境
[01:22:03 -> 01:22:07] 我觉得非常非常的值得感恩
[01:22:07 -> 01:22:09] 你如果现在可以对两年前
[01:22:09 -> 01:22:11] 决定创业的自己说点什么
[01:22:11 -> 01:22:12] 你现在想说什么
[01:22:12 -> 01:22:13] 我觉得牛逼
[01:22:13 -> 01:22:14] 我操创的对
[01:22:16 -> 01:22:17] 真牛
[01:22:17 -> 01:22:18] 真有勇气
[01:22:18 -> 01:22:19] 我操
[01:22:19 -> 01:22:20] 我真觉得
[01:22:20 -> 01:22:21] 我觉得是个人物
[01:22:21 -> 01:22:22] 对
[01:22:22 -> 01:22:23] 我觉得创对了
[01:22:23 -> 01:22:25] 我觉得真应该创业
[01:22:25 -> 01:22:28] 所以你受过什么苦吗
[01:22:28 -> 01:22:29] 那肯定
[01:22:29 -> 01:22:32] 我觉得创业是有很多困难
[01:22:32 -> 01:22:36] 这肯定是每天要解决很多的问题
[01:22:36 -> 01:22:37] 这是肯定的
[01:22:37 -> 01:22:43] 就是创业的时候
[01:22:43 -> 01:22:44] 夸解痛苦
[01:22:44 -> 01:22:45] 我玩游戏
[01:22:45 -> 01:22:47] 我玩龙下城
[01:22:47 -> 01:22:50] 因为就是当你的物理世界
[01:22:50 -> 01:22:52] 是你所有的世界的时候
[01:22:52 -> 01:22:53] 你的物理世界是痛苦的
[01:22:53 -> 01:22:54] 你的人生就是全部痛苦
[01:22:54 -> 01:22:55] 当物理世界
[01:22:55 -> 01:22:57] 只是你百分之四五十的人生的时候
[01:22:57 -> 01:22:59] 你就知道还有一半是不痛苦的
[01:22:59 -> 01:23:00] 对吧
[01:23:00 -> 01:23:01] 所以说你就很缓解
[01:23:01 -> 01:23:02] 对吧
[01:23:02 -> 01:23:03] 就无非是占比问题
[01:23:03 -> 01:23:06] 就是你如此的注重神创造的世界
[01:23:06 -> 01:23:08] 神创造的世界就可以左右
[01:23:08 -> 01:23:10] 你的所有的心情
[01:23:10 -> 01:23:13] 但是你还有很多人创造的世界的时候
[01:23:13 -> 01:23:14] 那么神创造的世界
[01:23:14 -> 01:23:16] 只是你的人生中的一部分
[01:23:16 -> 01:23:18] 我有看到你在另外一个采访里面说
[01:23:18 -> 01:23:20] 我是一个非常需要虚拟世界的人
[01:23:20 -> 01:23:21] 那肯定
[01:23:21 -> 01:23:22] 那必须
[01:23:22 -> 01:23:24] 我觉得每个人三好都需要
[01:23:24 -> 01:23:26] 只是现在大家没有
[01:23:26 -> 01:23:27] OK好
[01:23:27 -> 01:23:28] 我们今天谢谢Simon
[01:23:28 -> 01:23:30] 跟我们聊了很多自己
[01:23:30 -> 01:23:33] 不管是做3D大模型的一些科普
[01:23:33 -> 01:23:35] 还是说做工具
[01:23:35 -> 01:23:37] 然后对整个创业的过程的一些想法
[01:23:37 -> 01:23:39] 然后我觉得非常的精彩
[01:23:39 -> 01:23:40] 然后谢谢Simon
[01:23:40 -> 01:23:42] 今天跟我们聊这么多
[01:23:42 -> 01:23:43] 谢谢
[01:23:43 -> 01:23:44] 期待下次再来
[01:23:44 -> 01:23:45] 感谢
[01:23:45 -> 01:23:46] 拜拜
[01:23:46 -> 01:23:47] 拜拜
[01:23:47 -> 01:23:48] 谢谢
